IRIS;DEC_PIMP21;DEC_TP6021;DEC_INCERT21;DEC_Q121;DEC_MED21;DEC_Q321;DEC_EQ21;DEC_D121;DEC_D221;DEC_D321;DEC_D421;DEC_D621;DEC_D721;DEC_D821;DEC_D921;DEC_RD21;DEC_S80S2021;DEC_GI21;DEC_PACT21;DEC_PTSA21;DEC_PCHO21;DEC_PBEN21;DEC_PPEN21;DEC_PAUT21;DEC_NOTE21
721811202;50,0;23,0;1;14820;22100;30050;0,69;7710;12720;16810;19670;24810;28220;32510;41360;5,4;7,1;0,333;67,6;62,1;3,0;2,5;29,2;3,2;0
721811203;56,0;19,0;1;16360;24260;33970;0,73;7380;14190;17970;21260;27560;31440;36500;46000;6,2;7,8;0,339;65,3;59,6;2,8;2,9;30,7;4,0;0
721811301;60,0;15,0;1;17820;25190;34020;0,64;9280;16040;19810;22440;28260;32220;37300;47920;5,2;7,1;0,341;69,2;61,0;2,1;6,1;24,4;6,4;0
721811302;52,0;23,0;1;14610;21760;29210;0,67;6220;11980;16180;18910;24480;27700;31460;38950;6,3;8,5;0,343;66,5;59,4;3,0;4,1;31,1;2,4;0
721811303;52,0;25,0;1;13430;22950;34730;0,93;5080;11370;15910;19400;27060;31870;38350;48980;9,6;11,2;0,393;68,4;59,7;2,9;5,8;25,3;6,3;0
721811401;65,0;9,0;2;21290;27110;34270;0,48;14910;19170;22280;24280;28890;31990;36000;42920;2,9;3,4;0,232;53,6;49,6;1,2;2,8;43,2;3,2;0
721811402;31,0;47,0;2;5270;14800;21270;1,08;0;2750;7170;11910;17540;19970;23080;29220;so;59,4;0,434;66,1;60,1;4,6;1,4;32,6;1,3;0
721811501;51,0;17,0;1;16560;22040;27940;0,52;10560;14990;17650;19660;24430;26810;29330;35290;3,3;4,2;0,254;56,4;52,0;2,7;1,7;41,5;2,1;0
721811502;60,0;15,0;1;17620;23990;32010;0,60;10410;15750;18650;21530;26440;30030;34940;42620;4,1;5,3;0,304;66,9;61,1;2,5;3,3;28,9;4,2;0
721811601;52,0;23,0;1;14360;22010;30930;0,75;6990;12430;16010;19290;24870;28450;33950;42460;6,1;7,7;0,351;74,2;68,5;2,7;3,0;21,7;4,1;0
721811602;54,0;20,0;1;15990;22340;28590;0,56;8540;13600;17370;20260;24610;27080;31050;36090;4,2;5,4;0,288;63,7;59,1;2,9;1,7;34,0;2,3;0
721811701;23,0;71,0;2;1880;7000;16250;2,05;0;1060;3270;5090;10090;13740;18800;24650;so;129,9;0,536;64,2;57,3;5,7;1,2;34,6;1,2;0
721811702;21,0;69,0;2;1780;7480;16210;1,93;0;580;3110;5340;10300;14530;18150;22750;so;302,3;0,515;69,0;59,7;6,8;2,5;30,5;0,5;0
721811703;26,0;68,0;1;2620;8670;16400;1,59;0;1400;4060;6030;11270;14610;19050;24490;so;115,1;0,495;56,1;50,1;5,6;0,4;43,0;0,9;0
721811801;15,0;81,0;2;0;4740;11160;2,35;0;0;310;2250;6970;10070;13540;19830;so;so;0,600;69,3;s;s;s;30,5;0,2;0
721811802;23,0;69,0;2;1360;7170;15690;2,00;0;500;2650;4450;10160;13960;18230;22780;so;637,0;0,534;75,1;s;s;s;23,3;1,6;0
721811803;28,0;66,0;1;2070;8860;17710;1,77;0;600;3670;6420;11730;15480;20110;25670;so;609,8;0,510;57,1;49,4;6,5;1,2;42,0;0,9;0
721811901;55,0;22,0;1;15100;22480;29700;0,65;6950;12710;16310;19580;25120;28250;32280;38280;5,5;6,7;0,313;69,7;64,2;3,3;2,2;28,0;2,3;0
721811902;48,0;30,0;1;11820;20040;28180;0,82;3680;9280;13650;16830;22840;25580;29820;37750;10,2;10,8;0,358;65,5;60,2;3,1;2,2;32,7;1,8;0
721812001;41,0;39,0;1;9350;16570;24000;0,88;3650;8040;10880;14090;19100;22230;25850;32070;8,8;10,9;0,376;68,2;60,7;4,3;3,2;29,1;2,7;0
721812002;33,0;47,0;2;5980;14970;21920;1,07;450;4510;7730;11720;17270;20200;23750;28150;62,9;24,7;0,405;63,6;s;s;s;35,2;1,2;0
721812101;19,0;68,0;1;3490;9260;15850;1,33;0;1560;4560;6420;11660;14390;17900;22420;so;122,8;0,465;65,4;56,4;6,8;2,2;33,9;0,7;0
721812102;13,0;81,0;2;950;5900;12150;1,90;0;0;1490;4180;8590;10650;13470;18010;so;so;0,527;70,3;s;s;s;28,7;1,0;0
721812201;43,0;31,0;1;12120;18630;25510;0,72;5170;10140;13310;16030;21500;24320;27370;31890;6,2;7,6;0,319;59,4;54,0;3,8;1,6;38,9;1,7;0
721812202;42,0;34,0;1;10160;17380;23790;0,78;4020;8030;12050;15130;19490;22540;25140;30080;7,5;9,2;0,332;61,3;55,8;4,0;1,5;37,2;1,5;0
721812301;27,0;51,0;2;7560;13400;19040;0,86;1540;6090;8960;11080;15410;17860;20400;23760;15,4;12,0;0,345;62,7;56,7;5,4;0,6;36,5;0,8;0
721812302;53,0;19,0;2;15980;21630;27370;0,53;9670;14760;17330;19580;23540;26030;29330;34060;3,5;4,3;0,252;47,9;44,6;1,8;1,5;50,0;2,1;0
721812303;43,0;29,0;1;11940;19080;24740;0,67;4930;9520;13880;16660;21180;23400;26710;31480;6,4;7,7;0,322;55,8;49,6;3,1;3,1;42,5;1,7;0
721812401;47,0;29,0;1;12150;19150;26100;0,73;5980;10460;14060;16980;21610;24550;28040;34500;5,8;6,5;0,314;63,6;58,3;3,8;1,5;34,2;2,2;0
721812402;31,0;45,0;2;8570;15370;21280;0,83;2980;7150;10170;12490;17450;19880;22700;26340;8,8;9,9;0,345;65,8;59,8;4,3;1,7;33,0;1,2;0
721812403;57,0;21,0;2;15280;22660;29460;0,63;8280;13490;17080;20000;25020;27710;31410;36220;4,4;5,3;0,281;60,3;56,5;2,3;1,5;37,6;2,1;0
721812501;51,0;23,0;2;14690;20720;26620;0,58;8460;13170;16130;18630;22690;25220;28490;34460;4,1;4,9;0,278;66,9;61,5;3,1;2,3;31,3;1,8;0
721812502;40,0;35,0;1;10770;17850;24370;0,76;5120;9100;12120;15190;20300;22820;26270;31290;6,1;7,9;0,333;64,5;58,4;3,8;2,3;33,4;2,1;0
721812601;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
721812701;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
721812801;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
721812901;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
721812902;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
721813001;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
721813101;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
721813201;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
722130101;49,0;15,0;2;16770;21600;26730;0,46;11400;15470;18150;20080;23990;25940;28080;33820;3,0;3,6;0,232;56,8;53,2;2,0;1,6;42,0;1,2;0
722130102;54,0;14,0;1;17330;22780;29850;0,55;11780;15550;18870;20940;25720;28530;31630;38770;3,3;4,3;0,269;66,7;61,9;2,4;2,4;29,8;3,5;0
722640101;49,0;17,0;2;15880;21600;29150;0,61;10340;14960;17050;19220;24300;27550;31440;39410;3,8;6,0;0,357;55,8;51,4;2,1;2,3;31,7;12,5;0
722640102;33,0;41,0;2;9810;16030;22690;0,80;4390;8130;11350;13590;18360;21030;24590;29200;6,7;8,8;0,349;60,3;52,9;4,1;3,3;36,8;2,9;0
722640103;45,0;29,0;2;12770;19700;25290;0,64;6790;10650;14320;17200;21970;24110;26770;31470;4,6;5,5;0,289;56,5;51,7;3,0;1,8;40,8;2,7;0
722640104;34,0;41,0;1;9090;15940;21960;0,81;4020;7400;10640;13220;17940;20380;23470;28650;7,1;8,5;0,344;62,6;57,0;4,2;1,4;35,2;2,2;0
722640105;46,0;27,0;1;12890;19860;27310;0,73;5320;11270;14730;17830;22590;25190;29770;37160;7,0;9,4;0,375;63,6;56,8;2,6;4,2;29,2;7,2;0
722640106;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
722640107;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
730080101;51,0;19,0;1;16030;23190;33110;0,74;9790;14120;17230;20200;26490;30760;35980;46630;4,8;6,4;0,335;52,5;45,4;3,1;4,0;41,1;6,4;0
730080102;55,0;17,0;1;16900;23780;32180;0,64;10550;15190;18240;20970;26510;29990;34600;43790;4,2;8,9;0,444;45,3;39,7;2,6;3,0;31,9;22,8;0
730080201;61,0;13,0;1;18130;26440;37620;0,74;11420;16640;20200;23250;29710;34440;40540;53270;4,7;6,3;0,354;59,1;51,7;2,7;4,7;33,4;7,5;0
730080202;63,0;12,0;1;19040;26520;37160;0,68;12360;17200;20770;23480;30150;34230;41110;52190;4,2;5,1;0,306;61,9;55,4;2,6;3,9;32,2;5,9;0
730080203;46,0;28,0;1;12360;19630;27320;0,76;6360;10390;14250;17060;22870;25630;29490;34660;5,4;6,9;0,327;67,9;61,0;3,7;3,2;29,0;3,1;0
730080204;47,0;31,0;1;11700;19380;26540;0,77;5920;9760;13290;16430;22060;25080;28900;36400;6,2;7,6;0,344;69,4;60,7;4,1;4,6;27,6;3,0;0
730080301;43,0;35,0;2;10620;17570;26470;0,90;5930;8780;11990;15100;20720;24500;28360;36160;6,1;8,3;0,367;69,0;62,2;4,0;2,8;26,4;4,6;0
730080302;55,0;16,0;1;16740;23600;31330;0,62;10340;15000;18160;21270;26330;29700;33430;42010;4,1;5,1;0,297;64,4;56,4;3,3;4,7;31,5;4,1;0
730080401;69,0;8,0;1;21430;29760;40950;0,66;15230;19550;23380;26470;33000;38520;44440;56850;3,7;4,6;0,296;66,2;60,2;2,4;3,6;27,4;6,4;0
730080402;63,0;10,0;1;20300;30430;45770;0,84;13870;18030;21700;26270;35980;41660;50060;67290;4,9;10,4;0,483;47,5;40,5;2,0;5,0;30,6;21,9;0
730080403;59,0;15,0;1;17260;25440;34530;0,68;11290;15420;19230;22250;28750;32360;38570;49310;4,4;5,9;0,331;66,6;60,7;2,9;3,0;27,4;6,0;0
730110101;54,0;20,0;1;15690;22150;29870;0,64;9300;13600;16990;19430;25210;28050;31780;39680;4,3;5,7;0,309;64,7;57,6;2,9;4,2;29,0;6,3;0
730110102;46,0;27,0;1;13130;19660;27640;0,74;7140;11370;14680;17160;22110;25240;29710;36990;5,2;7,1;0,346;62,3;53,0;3,4;5,9;32,8;4,9;0
730110103;57,0;16,0;1;17050;23400;30920;0,59;11190;15300;18210;20490;26090;29320;33490;42160;3,8;5,2;0,312;62,4;54,1;2,8;5,5;30,9;6,7;0
730110104;43,0;26,0;1;13280;19270;26460;0,68;6910;11760;14540;16970;21750;24720;28330;34740;5,0;6,1;0,308;63,2;56,5;3,3;3,4;33,7;3,1;0
730110105;39,0;38,0;1;10310;16860;23370;0,77;5750;9330;11820;14200;19380;22150;25030;30760;5,3;6,6;0,319;64,1;56,6;4,6;2,9;34,3;1,6;0
730110106;41,0;38,0;1;10350;16960;25760;0,91;4880;8940;11680;14150;20160;23840;27720;33080;6,8;8,7;0,357;66,7;57,7;4,4;4,6;29,7;3,6;0
730540101;56,0;18,0;1;15700;23060;30580;0,65;10020;14380;17270;20220;25920;29100;32880;42400;4,2;6,9;0,369;63,7;53,6;4,9;5,2;23,6;12,7;0
730540102;60,0;16,0;1;17140;23970;31700;0,61;10830;15550;18680;20920;26700;29690;33620;42240;3,9;5,6;0,323;71,1;55,8;7,3;8,0;19,5;9,4;0
730650101;53,0;25,0;2;13230;21500;31230;0,84;6140;11110;15670;18670;25640;29190;33980;44100;7,2;9,3;0,382;67,2;57,4;2,9;6,9;28,9;3,9;0
730650201;42,0;36,0;1;10300;17340;25730;0,89;5310;8960;12100;14730;20090;23470;27970;34010;6,4;8,7;0,368;74,3;66,0;4,5;3,8;23,0;2,7;0
730650202;23,0;57,0;2;6290;11660;18530;1,05;1100;5420;7250;9100;14770;17100;21100;26370;24,0;14,7;0,406;72,6;64,1;6,6;1,9;25,9;1,5;0
730650301;56,0;23,0;1;14870;23720;34950;0,85;7890;12550;16960;20250;27340;32210;38320;50820;6,4;9,4;0,402;69,5;60,1;2,8;6,6;23,8;6,7;0
730650302;61,0;15,0;1;17160;26630;36190;0,71;9990;15480;19190;23160;29640;34050;39010;48650;4,9;6,4;0,327;62,4;55,9;2,1;4,4;32,5;5,1;0
730650303;57,0;15,0;1;16890;23280;30560;0,59;10030;15400;18090;20650;26280;29080;33170;39810;4,0;5,1;0,292;67,1;61,3;2,9;2,9;29,0;3,9;0
730650401;61,0;17,0;2;16440;24070;32650;0,67;9420;15040;18320;21740;27050;30530;34940;43310;4,6;5,8;0,316;70,4;63,3;3,0;4,1;25,0;4,6;0
730650402;70,0;8,0;1;22170;28520;37970;0,55;14950;20030;23680;25950;31390;35760;41200;52530;3,5;4,4;0,291;62,3;56,9;1,7;3,7;31,7;6,0;0
730650501;67,0;12,0;1;19290;26730;34560;0,57;11720;17050;20860;23720;29660;32650;37380;47290;4,0;5,2;0,300;70,6;62,0;2,8;5,8;24,8;4,6;0
730650601;41,0;43,0;2;8770;17110;24710;0,93;3100;7190;9690;13210;19550;22810;26680;32280;10,4;10,7;0,366;73,2;65,4;5,1;2,7;25,4;1,4;0
730650602;19,0;63,0;2;5760;11020;17200;1,04;1340;4330;7110;8940;13220;15420;18220;22670;16,9;14,2;0,382;74,9;66,0;7,3;1,6;24,8;0,3;0
730650603;49,0;27,0;2;12520;20970;28310;0,75;6920;11190;14960;18270;23770;26610;30390;36320;5,3;6,1;0,309;70,7;64,9;3,7;2,1;26,9;2,4;0
730650604;52,0;24,0;1;14020;21130;27920;0,66;7860;12150;15740;18510;23340;26290;29940;35130;4,5;5,4;0,290;66,5;59,4;4,4;2,7;31,2;2,3;0
730650605;19,0;63,0;2;6260;10860;16890;0,98;1920;4880;7090;9250;13140;15370;18410;22320;11,6;12,7;0,377;66,7;57,9;6,8;2,0;32,6;0,7;0
730650701;49,0;29,0;2;12490;20990;30300;0,85;6070;10200;14420;17810;24620;27970;32450;39170;6,5;8,8;0,366;68,1;60,9;4,1;3,1;25,5;6,4;0
730650801;58,0;23,0;1;14620;25770;42000;1,06;6250;12120;17860;21800;30770;37510;45770;65010;10,4;14,2;0,462;62,1;54,4;2,3;5,4;27,3;10,6;0
730650802;52,0;22,0;1;14690;21590;28820;0,65;8300;13120;16370;18960;23900;26980;30980;37650;4,5;5,5;0,299;73,1;65,7;3,8;3,6;24,4;2,5;0
730650901;49,0;26,0;1;12960;21100;31820;0,89;5240;11100;14540;17980;24270;29260;36140;47990;9,2;12,3;0,421;73,4;64,0;3,4;6,0;19,2;7,4;0
730650902;55,0;21,0;1;15530;24970;35840;0,81;7370;12810;17300;20760;28390;33150;39220;50290;6,8;8,3;0,363;60,6;53,9;2,1;4,6;34,3;5,1;0
730650903;54,0;23,0;1;14180;22650;33130;0,84;7230;12160;16360;19760;25870;30970;36620;46280;6,4;9,9;0,393;61,3;54,4;2,8;4,1;29,7;9,0;0
730651001;41,0;39,0;1;9330;16590;24060;0,89;3350;7830;11340;13990;19720;22080;26510;32360;9,7;11,0;0,370;74,2;65,5;5,4;3,3;23,2;2,6;0
730651002;60,0;19,0;1;16980;24510;35050;0,74;8870;14840;18590;21610;27920;32490;37500;49410;5,6;7,1;0,350;66,5;58,1;3,1;5,3;28,2;5,3;0
730870101;56,0;15,0;1;17940;24630;31460;0,55;11480;16160;19370;21970;26960;29720;33730;40960;3,6;4,4;0,269;58,5;53,0;2,6;2,9;37,5;4,0;0
730870102;53,0;22,0;1;14630;21610;28980;0,66;7670;12550;16230;18990;24120;27090;30840;36830;4,8;6,1;0,311;68,8;62,3;2,7;3,8;27,6;3,6;0
731790101;59,0;13,0;1;18310;24410;31850;0,55;12290;16890;19650;22080;26780;30210;33930;41890;3,4;4,5;0,287;65,8;60,0;2,5;3,3;28,5;5,7;0
731790102;61,0;17,0;2;17240;24610;31840;0,59;10140;14960;18940;21630;27100;30240;33640;41590;4,1;5,4;0,299;60,6;56,5;2,6;1,5;33,0;6,4;0
731790103;70,0;6,0;1;20960;28590;38310;0,61;15690;19320;22650;25780;31810;35930;41420;52100;3,3;4,3;0,286;57,1;51,9;1,6;3,6;36,4;6,5;0
731790104;73,0;8,0;1;21790;29440;40070;0,62;14830;20390;23180;26900;33220;37410;43930;55200;3,7;4,7;0,298;71,2;63,4;2,0;5,8;19,5;9,3;0
732130101;57,0;18,0;1;16260;22930;29970;0,60;9870;14370;17900;20630;25400;27940;31980;38360;3,9;4,9;0,279;69,0;64,2;3,1;1,7;27,3;3,7;0
732130102;49,0;27,0;2;13160;20030;26640;0,67;6440;10930;14950;17940;22440;24590;27870;32520;5,0;5,8;0,291;58,4;52,3;3,7;2,4;39,3;2,3;0
732130103;68,0;9,0;1;20730;27840;37780;0,61;14210;18940;22070;24780;31180;35160;41190;51210;3,6;4,8;0,302;69,0;61,7;1,9;5,4;24,2;6,8;0
732220101;63,0;13,0;1;19310;25150;33390;0,56;11950;17650;20090;22800;27840;31670;35560;43470;3,6;4,3;0,273;65,7;58,8;2,9;4,0;30,3;4,0;0
732220102;68,0;10,0;1;20340;27860;36960;0,60;13710;18630;22400;25020;30770;34910;39900;52530;3,8;6,5;0,376;58,8;52,1;2,1;4,6;25,8;15,4;0
732480101;43,0;35,0;2;10060;17890;25610;0,87;5710;9020;12450;15280;20750;23410;27200;33920;5,9;8,7;0,375;61,3;54,8;3,6;2,9;33,5;5,2;0
732480102;51,0;23,0;2;14050;21870;30130;0,74;8510;12520;15650;18710;24790;27990;33040;41750;4,9;6,9;0,354;54,4;46,7;2,4;5,3;39,1;6,5;0
732480103;45,0;27,0;2;13090;18800;25060;0,64;6850;10870;14290;16390;20980;23510;26890;31620;4,6;5,7;0,301;64,7;58,8;3,1;2,8;33,3;2,0;0
732480104;63,0;12,0;1;18410;24870;33560;0,61;12660;16870;19810;22370;28520;31370;35790;43040;3,4;4,7;0,299;58,1;52,5;2,1;3,5;33,5;8,4;0
733030101;45,0;27,0;1;12890;20140;26430;0,67;7910;10750;14550;17280;22310;24870;28710;33990;4,3;5,8;0,310;64,5;58,5;3,8;2,2;32,0;3,5;0
733030102;50,0;24,0;1;14060;20490;28310;0,70;7890;12470;15350;17910;23410;26530;30470;36830;4,7;5,7;0,308;66,7;61,0;3,2;2,5;30,4;2,9;0
733030103;63,0;7,0;2;20120;25550;32430;0,48;15400;18580;21180;23420;28110;30530;34120;42020;2,7;3,5;0,251;68,4;59,2;2,3;6,9;27,2;4,4;0
740080101;39,0;23,0;1;15080;28920;47900;1,13;6210;12190;17450;23340;35640;42680;56080;73770;11,9;15,7;0,453;78,3;72,5;4,2;1,6;17,9;3,8;0
740080102;42,0;22,0;1;15830;28310;49600;1,19;6170;12570;18930;23800;35850;44800;55770;75400;12,2;14,6;0,427;78,5;72,9;3,8;1,8;19,1;2,4;0
740100101;62,0;13,0;1;19390;31440;50640;0,99;12080;17080;21460;26220;36850;44870;56920;75830;6,3;8,8;0,403;68,0;59,0;3,0;6,0;23,0;9,0;0
740100102;68,0;8,0;1;23520;35690;56480;0,92;14930;21260;26240;31540;41540;50890;62620;83620;5,6;7,8;0,396;63,1;54,8;2,6;5,7;26,1;10,8;0
740100103;59,0;16,0;1;17850;28950;45660;0,96;9460;15590;20000;24690;33720;41190;51380;71560;7,6;10,7;0,428;69,9;61,7;4,5;3,7;19,9;10,2;0
740100201;nd;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;so
740100202;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
740100203;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
740100204;60,0;15,0;1;17290;25450;37790;0,81;10330;15580;19170;21900;29620;34560;42220;57910;5,6;6,9;0,361;73,8;65,5;3,1;5,2;21,3;4,9;0
740100205;58,0;17,0;1;16690;25070;37880;0,84;9850;15230;18550;21640;29360;34630;42120;59130;6,0;7,6;0,375;70,5;62,9;3,9;3,7;24,3;5,2;0
740100301;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
740100302;52,0;23,0;1;14270;22270;33110;0,85;6890;12380;16210;19750;25280;30100;36340;49790;7,2;8,6;0,375;79,0;70,0;4,8;4,2;17,0;4,0;0
740100303;59,0;18,0;1;16720;25350;36080;0,76;10130;14720;18690;21630;28620;33140;39690;52690;5,2;7,4;0,374;73,1;65,0;3,8;4,3;21,9;5,0;0
740100304;61,0;15,0;1;18010;26370;39510;0,82;10860;15910;19600;22900;30870;35980;44100;62000;5,7;7,4;0,368;73,6;66,7;3,4;3,5;21,6;4,8;0
740100401;71,0;7,0;1;24920;37290;56840;0,86;16300;22470;27590;31760;43930;52540;63080;87330;5,4;7,7;0,395;62,0;54,5;2,3;5,2;26,2;11,8;0
740100402;61,0;12,0;1;19240;28500;40250;0,74;12820;17430;21140;24910;32900;37980;43150;57470;4,5;6,0;0,340;73,1;64,0;3,1;6,0;22,7;4,2;0
740100403;62,0;13,0;1;19250;29300;46240;0,92;11100;16740;21770;25200;33710;40020;51830;66880;6,0;8,5;0,391;61,2;54,0;3,1;4,1;31,5;7,3;0
740100404;68,0;9,0;1;20790;31040;47480;0,86;14450;18790;23120;26280;36840;43500;52770;72310;5,0;7,3;0,383;72,6;65,3;2,7;4,6;20,3;7,1;0
740100501;55,0;20,0;1;15430;23680;34060;0,79;8060;13640;17000;20310;27140;31260;37150;50270;6,2;7,3;0,359;74,1;66,1;4,1;3,9;23,2;2,7;0
740100502;53,0;26,0;1;13410;22320;32680;0,86;7210;11390;15330;19150;25890;30460;36010;47240;6,5;8,4;0,372;79,0;71,7;4,0;3,3;17,8;3,2;0
740100503;56,0;17,0;1;16820;24260;35080;0,75;9690;15440;18680;21440;27760;32400;38170;49540;5,1;6,7;0,340;77,2;69,0;3,6;4,6;19,8;3,0;0
740100601;53,0;25,0;1;14040;22160;31320;0,78;7390;11960;15560;18980;25480;29120;33730;44200;6,0;7,2;0,348;69,9;62,0;4,0;3,9;26,9;3,2;0
740100602;61,0;15,0;2;17710;25370;35610;0,71;10620;15570;19160;22160;28570;32730;39280;49790;4,7;5,7;0,317;62,3;56,9;2,9;2,5;34,2;3,5;0
740100603;61,0;17,0;2;17120;24240;33070;0,66;10030;14930;18790;21720;26780;30580;36080;48030;4,8;6,1;0,330;78,9;72,6;3,1;3,2;18,7;2,4;0
740100604;47,0;33,0;1;11640;18800;27140;0,82;5990;9900;13040;15980;21800;24960;29000;36820;6,2;7,7;0,352;72,2;64,9;4,1;3,2;26,1;1,7;0
740100701;72,0;9,0;1;23550;34150;53890;0,89;15020;21330;25700;29670;41580;49830;61270;87760;5,8;7,7;0,393;61,5;54,8;2,4;4,3;28,8;9,7;0
740100702;69,0;7,0;1;22610;31030;44410;0,70;15710;20850;24450;28020;35070;41090;49130;67670;4,3;5,3;0,324;60,2;54,0;2,7;3,5;34,3;5,5;0
740100703;47,0;31,0;2;11920;19050;28460;0,87;6840;10560;13390;16000;22090;26440;31860;43170;6,3;8,5;0,391;65,9;60,9;3,4;1,6;30,0;4,1;0
740100801;66,0;9,0;1;21680;30870;45110;0,76;14900;19450;23520;27200;35080;41310;50580;65560;4,4;5,9;0,343;67,0;59,5;2,4;5,1;29,2;3,8;0
740100802;65,0;11,0;1;20550;31780;50980;0,96;12930;18790;22610;27230;38400;45860;57820;81650;6,3;9,0;0,422;75,3;67,8;2,8;4,7;15,1;9,6;0
740100901;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
740100902;68,0;8,0;1;22150;32240;47010;0,77;14890;20010;24190;28180;37340;43390;51350;69330;4,7;6,3;0,357;67,8;60,4;2,3;5,1;24,3;7,9;0
740100903;72,0;6,0;1;28980;47200;77920;1,04;18310;25970;32290;39690;56010;69790;86720;123850;6,8;11,2;0,479;61,8;55,2;2,0;4,6;17,5;20,7;0
740101001;58,0;20,0;1;15580;23580;33610;0,76;9040;13700;17390;20810;26460;30740;36640;48170;5,3;6,7;0,340;78,6;70,3;4,6;3,7;18,7;2,7;0
740101002;62,0;10,0;1;18870;25460;35110;0,64;13530;17220;20440;23050;28840;33070;39140;53320;3,9;5,1;0,315;73,5;66,7;3,0;3,8;21,2;5,3;0
740101003;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
740101101;55,0;21,0;2;14750;22650;30940;0,71;8440;12860;16480;19910;25460;28550;33090;40680;4,8;6,3;0,324;74,8;69,0;3,6;2,2;21,2;4,0;0
740101102;49,0;27,0;2;13050;20460;28230;0,74;8150;11670;14400;18070;23290;26470;30440;38530;4,7;5,9;0,318;72,4;66,5;3,9;2,0;25,5;2,1;0
740101103;53,0;19,0;2;15910;22930;31860;0,70;9820;14120;17480;20250;25550;29590;33640;39890;4,1;5,1;0,293;70,7;64,2;3,8;2,7;27,0;2,3;0
740101201;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
740101202;59,0;15,0;2;17890;25440;35180;0,68;11380;16200;19160;21920;29070;32830;38470;49560;4,4;5,4;0,318;68,4;61,5;3,5;3,4;26,3;5,3;0
740101203;65,0;11,0;2;19880;27980;40160;0,72;13540;17930;21400;24940;31860;37370;43110;55940;4,1;5,3;0,323;70,8;62,8;3,3;4,7;25,3;3,9;0
740101301;62,0;12,0;1;18900;26190;34800;0,61;12810;17190;20640;23390;28830;32730;37550;48370;3,8;4,9;0,298;74,3;69,1;3,1;2,1;21,9;3,8;0
740101302;60,0;13,0;1;18710;24920;33380;0,59;12120;16890;20000;22530;27470;31440;35900;46560;3,8;4,7;0,288;71,8;65,9;3,2;2,7;24,9;3,3;0
740101303;54,0;21,0;1;15280;21880;28720;0,61;8600;13390;16790;19660;24320;27100;30960;38430;4,5;5,6;0,302;69,6;63,0;3,9;2,7;27,7;2,7;0
740101401;49,0;25,0;2;13550;21410;28000;0,67;8440;11970;14900;18160;23490;25860;29320;37030;4,4;5,1;0,298;62,8;56,9;3,7;2,2;35,1;2,1;0
740101402;37,0;39,0;2;10150;16530;24120;0,85;6140;9370;11360;13830;19010;22340;26400;32140;5,2;6,8;0,345;68,5;61,5;4,9;2,1;29,1;2,4;0
740101403;59,0;13,0;2;19000;25580;34040;0,59;12100;17060;20470;22700;28820;31950;36710;45330;3,7;4,5;0,286;65,1;58,6;3,3;3,2;29,8;5,1;0
740101501;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
